Locus	Sclero	ToxPoly	ToxAngIg	ToxSnAng	ToxSnIg
BurbrinkIQlogs						
missingCladeDir						
T212_L15	-41848.4619	-41822.7726	-41823.2410	-41827.0220	-41827.0378	
T212_L150	-46732.2952	-46702.0223	-46703.4011	-46702.0064	-46705.8648	
T212_L152	-50426.0654	-50402.9045	-50397.8373	-50399.9161	-50399.0334	
T212_L153	-35350.9822	-35335.2629	-35339.1597	-35340.2826	-35340.2683	
T212_L155	-51341.3396	-51323.9589	-51325.6270	-51326.5706	-51325.0208	
T212_L156	-42716.0999	-42694.7821	-42696.3121	-42694.7717	-42697.3727	
T212_L157	-62659.4587	-62625.9853	-62626.1934	-62626.6786	-62625.9770	
T212_L158	-19601.8336	-19598.1834	-19599.3999	-19599.3903	-19598.1870	
T212_L159	-35563.7725	-35528.6685	-35530.0921	-35529.9360	-35529.0881	
T212_L16	-38148.9805	-38124.8965	-38131.2063	-38125.0231	-38130.9427	
T212_L160	-52243.9349	-52221.4624	-52222.4410	-52222.8404	-52221.4631	
T212_L162	-53996.4740	-53972.7523	-53974.0862	-53972.7516	-53972.8307	
T212_L163	-49398.8074	-49372.1797	-49375.3009	-49375.9519	-49372.1757	
T212_L164	-36111.4639	-36051.4340	-36051.7208	-36051.5212	-36051.5163	
T212_L166	-33334.4388	-33320.3570	-33320.3679	-33323.2975	-33324.5888	
T212_L167	-27865.3560	-27855.2475	-27855.9708	-27855.6266	-27856.7923	
T212_L171	-26219.0154	-26202.5927	-26202.6840	-26202.6821	-26202.5962	
T212_L173	-36820.4318	-36810.3204	-36812.8546	-36812.8151	-36810.3164	
T212_L174	-26157.0019	-26135.7573	-26138.2218	-26137.3577	-26135.7560	
T212_L175	-70095.5075	-70077.7811	-70077.7729	-70081.2910	-70082.6419	
T212_L176	-42667.1633	-42633.4192	-42633.4208	-42637.9100	-42637.8249	
T212_L177	-49163.7511	-49140.6872	-49140.6875	-49141.9853	-49141.6189	
T212_L178	-39792.4454	-39764.4749	-39765.0120	-39765.5348	-39765.0051	
T212_L179	-17892.6954	-17880.8275	-17880.6135	-17879.0597	-17877.3394	
T212_L18	-34263.2026	-34245.9073	-34250.4061	-34249.3038	-34245.9064	
T212_L181	-59771.1085	-59735.4820	-59735.0924	-59735.2287	-59735.2762	
T212_L183	-25615.4758	-25599.7409	-25600.2522	-25604.0469	-25604.0643	
T212_L184	-20346.8519	-20332.2594	-20332.2540	-20333.7658	-20333.5705	
T212_L185	-59353.5989	-59329.5377	-59331.3009	-59330.1793	-59329.5368	
T212_L186	-34271.2086	-34252.8239	-34252.8253	-34253.4296	-34252.8228	
T212_L188	-45248.3902	-45240.2865	-45241.8960	-45240.6378	-45241.7658	
T212_L189	-67930.9655	-67892.3979	-67893.3262	-67892.6721	-67893.2366	
T212_L19	-20920.3942	-20924.6780	-20925.2489	-20928.5345	-20927.8067	
T212_L190	-43632.1837	-43612.0205	-43612.5551	-43612.0241	-43613.5647	
T212_L192	-37710.2972	-37685.1539	-37685.4206	-37685.4361	-37685.1684	
T212_L193	-50483.4098	-50453.5325	-50453.5431	-50455.1650	-50454.5449	
T212_L194	-41757.4107	-41737.3573	-41736.5434	-41736.9346	-41738.2306	
T212_L198	-31542.8520	-31524.2570	-31524.2578	-31529.1519	-31531.0908	
T212_L2	-57356.6196	-57334.3562	-57338.0026	-57347.3143	-57342.8475	
T212_L201	-36039.2690	-35994.2241	-35991.8571	-35994.7915	-35995.4842	
T212_L202	-29378.2149	-29352.7995	-29354.6010	-29354.6011	-29352.7983	
T212_L203	-21691.6606	-21680.1428	-21680.1483	-21682.1418	-21680.9964	
T212_L204	-39685.4706	-39656.2245	-39657.1788	-39656.2234	-39657.1211	
T212_L206	-44343.4965	-44307.8588	-44319.3301	-44319.8633	-44307.8452	
T212_L207	-34917.8195	-34905.8990	-34902.1467	-34902.6231	-34902.0617	
T212_L208	-43893.4823	-43869.0812	-43872.4770	-43872.4795	-43869.0718	
T212_L211	-43373.4152	-43350.2153	-43350.2200	-43353.8568	-43354.0941	
T212_L212	-54931.6289	-54904.1797	-54903.8038	-54904.1810	-54904.0455	
T212_L213	-34051.6788	-34040.1482	-34040.8760	-34040.1461	-34040.8779	
T212_L215	-60280.6896	-60251.6658	-60252.1309	-60251.6663	-60253.7884	
T212_L216	-18766.9973	-18751.2162	-18751.4728	-18751.2165	-18751.2149	
T212_L219	-45331.1661	-45314.4779	-45313.9833	-45315.1545	-45313.9829	
T212_L220	-25897.8934	-25890.1669	-25889.7565	-25889.7737	-25889.8563	
T212_L221	-43051.1577	-43006.3918	-43007.7688	-43007.6501	-43006.8249	
T212_L222	-36143.4666	-36121.6559	-36122.4984	-36121.6602	-36122.4583	
T212_L224	-26357.6321	-26341.4439	-26341.7065	-26342.8914	-26340.9596	
T212_L225	-46229.6735	-46216.6021	-46220.2149	-46217.8670	-46220.6603	
T212_L226	-50807.5422	-50782.7100	-50783.5683	-50782.7125	-50783.2686	
T212_L227	-70625.2271	-70565.7904	-70564.9011	-70571.1630	-70568.9910	
T212_L229	-61642.1356	-61609.5107	-61614.4809	-61611.1897	-61609.6754	
T212_L231	-25116.2366	-25098.2345	-25099.1664	-25098.8901	-25099.1161	
T212_L232	-44154.7617	-44132.9092	-44136.9002	-44138.6218	-44132.9064	
T212_L234	-51805.9722	-51776.3336	-51776.3358	-51777.3442	-51777.0528	
T212_L236	-32339.8078	-32298.8363	-32299.0869	-32298.8428	-32299.0733	
T212_L239	-54619.3232	-54567.9522	-54579.7238	-54567.9545	-54577.9907	
T212_L24	-23264.7145	-23258.9365	-23260.1015	-23258.4404	-23260.2539	
T212_L240	-73384.0335	-73348.4886	-73353.1295	-73354.8270	-73350.2512	
T212_L241	-41589.1346	-41582.4455	-41582.4455	-41582.4464	-41581.4715	
T212_L243	-34001.1831	-33982.4154	-33983.8437	-33983.7149	-33982.5247	
T212_L244	-23191.6857	-23158.3563	-23158.3579	-23159.3474	-23159.7623	
T212_L245	-57786.0991	-57760.4302	-57766.6249	-57766.6252	-57760.0868	
T212_L247	-7569.5296	-7558.1732	-7558.1692	-7558.1714	-7558.4877	
T212_L250	-61551.1109	-61523.4092	-61523.4206	-61526.7924	-61526.7870	
T212_L251	-67121.6348	-67090.3345	-67088.2761	-67092.3205	-67092.2679	
T212_L253	-12254.4560	-12248.1286	-12247.6164	-12247.6176	-12248.1258	
T212_L255	-4956.1319	-4956.9930	-4958.5637	-4958.1816	-4956.1929	
T212_L258	-50957.2232	-50920.3018	-50920.3094	-50920.9062	-50920.5194	
T212_L259	-35500.4135	-35482.0072	-35481.0055	-35483.1315	-35482.6869	
T212_L260	-31978.1815	-31935.0554	-31937.2597	-31936.7401	-31938.9339	
T212_L262	-20937.6494	-20935.1272	-20935.6359	-20934.8920	-20935.3895	
T212_L263	-35659.2814	-35627.8614	-35627.8592	-35628.9560	-35629.4156	
T212_L264	-9868.2287	-9865.9855	-9868.7691	-9868.7677	-9866.1350	
T212_L265	-48405.0221	-48383.3729	-48384.1543	-48383.6610	-48383.3578	
T212_L267	-52332.2938	-52307.3443	-52309.1494	-52308.1003	-52307.2693	
T212_L268	-40566.8584	-40566.1153	-40570.1945	-40566.7775	-40568.8980	
T212_L269	-31768.4063	-31750.5599	-31750.6515	-31757.8915	-31756.4179	
T212_L27	-28505.0334	-28492.8417	-28492.9718	-28492.8527	-28492.9681	
T212_L270	-35886.6221	-35869.8194	-35871.7744	-35870.1297	-35872.1802	
T212_L271	-57485.7357	-57472.2857	-57473.0835	-57482.0603	-57481.8721	
T212_L273	-36679.4958	-36671.2093	-36671.2076	-36678.8768	-36678.5378	
T212_L274	-40575.3121	-40565.1165	-40567.7144	-40567.8445	-40565.2209	
T212_L276	-74300.7421	-74237.9345	-74241.3396	-74244.4189	-74241.3377	
T212_L277	-5093.6933	-5093.6626	-5094.3985	-5093.6614	-5095.1904	
T212_L278	-56316.0531	-56300.3572	-56300.7779	-56301.8266	-56300.3535	
T212_L28	-57013.3815	-57002.8458	-57002.6983	-57002.0818	-57002.5564	
T212_L280	-42126.5059	-42104.4664	-42103.9991	-42105.4661	-42104.0816	
T212_L281	-28033.2652	-28022.2464	-28022.2441	-28024.7740	-28024.0058	
T212_L282	-29699.7916	-29697.0144	-29696.7871	-29695.9050	-29697.2059	
T212_L285	-17884.2051	-17886.7892	-17886.7975	-17887.0792	-17886.7925	
T212_L286	-26546.6629	-26520.9710	-26521.5060	-26520.9706	-26521.3948	
T212_L287	-35966.3467	-35962.8519	-35964.0199	-35964.9085	-35962.8482	
T212_L289	-27235.4571	-27226.1632	-27228.0758	-27228.2050	-27226.1607	
T212_L29	-56014.6294	-55988.6892	-55989.5887	-55989.9579	-55987.4687	
T212_L291	-47074.5087	-47053.9354	-47056.7258	-47055.4850	-47053.7732	
T212_L292	-49624.3622	-49604.8989	-49608.1842	-49604.8998	-49607.8913	
T212_L293	-43921.0542	-43867.5846	-43867.9728	-43870.0357	-43870.1942	
T212_L294	-25848.6147	-25825.7770	-25826.4008	-25829.2117	-25829.0033	
T212_L295	-45540.2507	-45521.0941	-45523.0821	-45521.6101	-45522.5745	
T212_L296	-61804.2318	-61781.6276	-61784.3314	-61781.6173	-61784.3481	
T212_L298	-65538.3888	-65541.5822	-65543.4542	-65541.0193	-65542.8037	
T212_L299	-60465.1278	-60442.0754	-60451.1563	-60451.1527	-60442.0611	
T212_L3	-64344.6323	-64314.1935	-64314.1964	-64319.7707	-64314.8982	
T212_L301	-9837.0911	-9837.2143	-9835.9758	-9834.6914	-9834.6943	
T212_L302	-25155.9354	-25155.0279	-25154.6867	-25155.7043	-25155.0443	
T212_L303	-44830.8563	-44821.3433	-44822.8242	-44823.2533	-44823.7941	
T212_L305	-52904.3672	-52873.9514	-52875.0165	-52874.7675	-52873.8812	
T212_L308	-35249.1536	-35218.7501	-35218.8731	-35220.0043	-35220.0515	
T212_L309	-22650.8321	-22634.0764	-22635.7397	-22632.6337	-22634.4886	
T212_L310	-47640.6861	-47619.2286	-47622.1854	-47623.0931	-47619.0753	
T212_L312	-39765.4027	-39747.9824	-39749.9222	-39748.8179	-39747.9902	
T212_L314	-44071.9009	-44059.3844	-44059.9305	-44058.0952	-44061.1092	
T212_L315	-66474.7542	-66427.3109	-66433.8465	-66427.5971	-66427.3165	
T212_L317	-48730.1390	-48675.2349	-48683.5806	-48676.2680	-48681.9172	
T212_L318	-17095.8671	-17094.1775	-17092.9131	-17092.5572	-17090.9685	
T212_L322	-42407.5801	-42368.3876	-42370.3015	-42379.0807	-42369.9730	
T212_L323	-58997.3201	-58979.0538	-58980.2151	-58980.1615	-58979.0544	
T212_L329	-39228.5572	-39218.7706	-39220.2757	-39224.1078	-39224.3825	
T212_L33	-32252.6955	-32249.4063	-32250.0268	-32250.0432	-32249.4081	
T212_L333	-67595.2466	-67575.9312	-67576.1811	-67576.3257	-67582.0761	
T212_L334	-41695.7055	-41673.6499	-41674.4860	-41674.7648	-41676.7606	
T212_L335	-24297.8304	-24275.5399	-24275.7882	-24275.5441	-24275.8107	
T212_L336	-30416.9510	-30415.8984	-30415.9000	-30416.7328	-30416.7352	
T212_L337	-61750.3314	-61738.0704	-61738.0823	-61740.0294	-61740.1740	
T212_L338	-55668.6007	-55643.9768	-55642.1896	-55646.3715	-55640.5607	
T212_L339	-40116.9416	-40091.6593	-40092.4614	-40098.9613	-40098.9738	
T212_L341	-74637.1129	-74624.5546	-74634.7103	-74633.9713	-74635.7643	
T212_L342	-32646.9281	-32632.7170	-32635.7808	-32635.2638	-32632.7161	
T212_L343	-36816.8394	-36806.6694	-36805.9388	-36806.1527	-36806.8318	
T212_L344	-39581.5799	-39565.9418	-39565.1852	-39565.3540	-39567.4454	
T212_L345	-19371.2655	-19369.9965	-19371.3950	-19371.3913	-19369.9968	
T212_L346	-43530.1742	-43515.7101	-43518.2653	-43515.7206	-43518.2583	
T212_L347	-38057.4783	-38027.3972	-38027.3962	-38031.6055	-38031.1453	
T212_L35	-26609.5659	-26587.2814	-26588.2141	-26590.8934	-26587.2812	
T212_L351	-28722.8330	-28712.3108	-28714.4027	-28711.7159	-28714.7670	
T212_L352	-22769.6871	-22752.0724	-22753.7784	-22752.1713	-22753.8436	
T212_L356	-43886.8108	-43852.8886	-43854.7016	-43854.6819	-43853.0601	
T212_L357	-30795.5859	-30754.4908	-30755.1709	-30755.5976	-30754.4786	
T212_L359	-11078.9720	-11073.1319	-11073.1352	-11074.0299	-11079.5117	
T212_L36	-52227.7150	-52203.0122	-52203.8342	-52205.2593	-52203.0025	
T212_L360	-54510.2487	-54486.3807	-54488.3253	-54487.8184	-54486.3750	
T212_L362	-44482.3427	-44468.9652	-44469.2608	-44470.6000	-44470.6119	
T212_L363	-30572.5953	-30552.5306	-30551.1304	-30552.8671	-30553.0873	
T212_L364	-29053.8827	-29042.5802	-29042.5822	-29042.4213	-29042.4466	
T212_L365	-59618.3059	-59600.8301	-59600.7925	-59601.5010	-59601.1394	
T212_L366	-42976.8568	-42969.3210	-42969.3164	-42973.6755	-42973.3757	
T212_L367	-50363.3974	-50337.0639	-50337.6703	-50337.5243	-50336.8294	
T212_L368	-48517.6671	-48511.4709	-48517.6484	-48512.3528	-48516.7347	
T212_L37	-40290.0440	-40277.8151	-40277.8187	-40279.6387	-40280.2498	
T212_L38	-43719.3796	-43696.3283	-43696.4904	-43705.5136	-43705.2041	
T212_L40	-16580.8905	-16570.2849	-16571.7749	-16573.1478	-16575.0693	
T212_L42	-49851.3113	-49800.4223	-49800.4208	-49802.1515	-49801.1271	
T212_L43	-20862.7438	-20833.2184	-20834.0042	-20833.3170	-20833.2159	
T212_L45	-41330.6230	-41314.2725	-41315.1084	-41315.4967	-41316.0801	
T212_L46	-42437.9888	-42427.8845	-42429.9550	-42430.9018	-42430.9749	
T212_L48	-40279.6747	-40247.3670	-40251.4338	-40254.3632	-40250.1379	
T212_L5	-44689.5915	-44671.8332	-44673.3137	-44673.8699	-44671.3079	
T212_L50	-47453.1826	-47427.4576	-47433.3017	-47436.2280	-47427.4503	
T212_L51	-41897.1696	-41884.3611	-41884.5594	-41883.8970	-41884.5560	
T212_L55	-20448.9232	-20439.8672	-20439.8738	-20439.8675	-20439.8885	
T212_L57	-44768.8886	-44764.8176	-44763.7968	-44763.7574	-44764.6218	
T212_L58	-51526.7092	-51502.2185	-51504.5793	-51502.1920	-51504.2198	
T212_L60	-25725.0772	-25706.5224	-25706.8328	-25706.8290	-25706.5241	
T212_L61	-13391.0000	-13383.2661	-13378.9146	-13385.7829	-13381.3982	
T212_L62	-50421.3708	-50408.8708	-50409.0321	-50409.5036	-50409.4300	
T212_L63	-31459.5147	-31431.5579	-31435.0142	-31436.3931	-31434.2175	
T212_L64	-49377.9530	-49348.2755	-49348.5777	-49348.5749	-49348.2759	
T212_L66	-25276.8680	-25263.4551	-25263.5378	-25263.5437	-25264.2910	
T212_L67	-38200.7646	-38171.1020	-38170.9597	-38174.3299	-38176.6398	
T212_L68	-57204.8009	-57172.7616	-57173.5292	-57174.6605	-57171.7120	
T212_L69	-55975.5138	-55939.3273	-55943.9485	-55941.8966	-55939.3424	
T212_L7	-59038.6453	-59015.2451	-59015.2505	-59018.0145	-59016.8534	
T212_L70	-53268.2993	-53234.3848	-53234.3856	-53237.9496	-53234.4095	
T212_L71	-42683.4502	-42652.6150	-42652.2459	-42653.9386	-42652.7590	
T212_L73	-49057.8981	-49026.0938	-49026.4715	-49026.4683	-49026.6031	
T212_L76	-57305.2833	-57283.7816	-57286.3339	-57283.7697	-57285.7411	
T212_L82	-31526.5069	-31515.3674	-31515.8109	-31515.8108	-31515.3736	
T212_L83	-67515.6629	-67470.0153	-67470.0057	-67472.0602	-67472.0504	
T212_L85	-17747.7832	-17735.1779	-17735.5521	-17736.1867	-17735.1692	
T212_L88	-28724.9603	-28710.5663	-28711.1950	-28712.0680	-28712.0882	
T212_L90	-37026.8892	-37007.5400	-37007.7351	-37008.1269	-37007.6364	
T212_L91	-37374.0966	-37339.2392	-37339.2335	-37339.5192	-37339.4761	
T212_L92	-24870.5119	-24862.3685	-24862.5836	-24862.8492	-24862.3753	
T212_L93	-34208.2498	-34194.9172	-34195.4284	-34197.0720	-34194.9123	
T212_L97	-43911.7114	-43910.0184	-43911.2802	-43909.9932	-43910.7745	
T212_L98	-28563.6265	-28546.6422	-28546.6403	-28549.8323	-28550.0512	
